utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['<noise> <laughter> okay.  <breathing>  /'],noise laughter okay  breathing  ,"fo_o_fw_""_by_bc",FEMALE,0
"['capital punishment,  /']",capital punishment  ,sd,FEMALE,1
"[""{f oh, } i honestly don't feel like it's strict enough in my opinion. /""]",f oh  i honestly dont feel like its strict enough in my opinion ,sv,FEMALE,3
"[""in the way that it's applied --""]",in the way that its applied ,qy,FEMALE,7
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- or it's applied at all? -/""]", or its applied at all ,+,FEMALE,0
['applied at all. /'],applied at all ,sd,FEMALE,1
"['{c so, } i, - /']",c so  i  ,%,FEMALE,5
['how do you feel that it should be applied? /'],how do you feel that it should be applied ,qw,FEMALE,12
"[""{d well, } <breathing> [ i ju-, + i just ] feel like there's a lot of murderers and  rapists, and everything else, just walking the streets.  {d you know? } /""]",d well  breathing  i ju  i just  feel like theres a lot of murderers and  rapists and everything else just walking the streets  d you know  ,sv,FEMALE,3
"['and [ that, + that, ] the penalty ought to be out there, and be enforced? /']",and  that  that  the penalty ought to be out there and be enforced ,qy,FEMALE,7
['yes.  /'],yes  ,ny,FEMALE,9
['yes.  /'],yes  ,ny,FEMALE,9
"[""not getting paroled, let's say in so many,""]",not getting paroled lets say in so many,sv,FEMALE,3
['yeah. /'],yeah ,b,FEMALE,2
['years. - /'],years  ,+,FEMALE,0
"[""{e i mean, } if your going to sentence somebody, let's say twenty years,  let them stay twenty years. /""]",e i mean  if your going to sentence somebody lets say twenty years  let them stay twenty years ,sv,FEMALE,3
"[""that's, - /""]",thats  ,%,FEMALE,5
['i agree with that completely.  /'],i agree with that completely  ,aa,FEMALE,4
"[""i know we don't have enough prisons,  /""]",i know we dont have enough prisons  ,sd,FEMALE,1
"['{c but } there has got to be some kind of punishment,']",c but  there has got to be some kind of punishment,sv,FEMALE,3
"['there has, /']",there has ,aa,FEMALE,4
['for these people. /'],for these people ,+,FEMALE,0
"[""that's right. /""]",thats right ,aa,FEMALE,4
"['{c because } if they turn around, [ they can get away, + they get away ] with it,  /']",c because  if they turn around  they can get away  they get away  with it  ,sv,FEMALE,3
"['{c and } they get away with it,  /']",c and  they get away with it  ,sv,FEMALE,3
"['{c and } they get away with it,  /']",c and  they get away with it  ,sv,FEMALE,3
['{c and then } they do something worse -- /'],c and then  they do something worse  ,sv,FEMALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- {c and } they get a slap on the wrist.  /'], c and  they get a slap on the wrist  ,sv,FEMALE,3
"['they get,']",they get,sv,FEMALE,3
['yeah. /'],yeah ,b,FEMALE,2
['thirty days in jail -- /'],thirty days in jail  ,+,FEMALE,0
['yeah. /'],yeah ,b,FEMALE,2
"['-- {c and } they final get up to where they kill somebody else,  /']", c and  they final get up to where they kill somebody else  ,sv,FEMALE,3
"['{c and } they go through fourteen appeals, and --']",c and  they go through fourteen appeals and ,sv,FEMALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
['-- how many hundreds of thousands of taxpayer dollars. /'], how many hundreds of thousands of taxpayer dollars ,+,FEMALE,0
"[""that's right.  /""]",thats right  ,aa,FEMALE,4
"[""that's,""]",thats,aa,FEMALE,4
"[""{c and } it's, -/""]",c and  its ,%,FEMALE,5
['honestly right.  /'],honestly right  ,+,FEMALE,0
"['{d well, } they certainly are living [ off our ex-, +']",d well  they certainly are living  off our ex ,sv,FEMALE,3
"['{f uh, } they sure are --']",f uh  they sure are ,aa,FEMALE,4
['at our expense. ] /'],at our expense  ,+,FEMALE,0
"['-- just because,']", just because,+,FEMALE,0
"[""(( i didn't )) , -/""]", i didnt   ,%,FEMALE,5
"['some innocent person, can really, - /']",some innocent person can really  ,+,FEMALE,0
"['it seems like, really  ((   ))  a rough time -- -/']",it seems like really       a rough time  ,sv,FEMALE,3
['yeah. /'],yeah ,b,FEMALE,2
"[""-- {d you know? }  i'm not saying innocent person,  /""]", d you know   im not saying innocent person  ,sd,FEMALE,1
"[""let's say someone wrote a hot check, for instance.  /""]",lets say someone wrote a hot check for instance  ,sd,FEMALE,1
"[""{d you know, }  [ it seems like + when they go to prison,   it, [ they + ] really seem like  ] it's a rough time for them -- /""]",d you know    it seems like  when they go to prison   it  they   really seem like   its a rough time for them  ,sv,FEMALE,3
['uh-huh. /'],uhhuh ,b,FEMALE,2
