utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['laurie? /'],laurie ,qy,MALE,7
['yes. /'],yes ,ny,FEMALE,9
['okay.  /'],okay  ,"fo_o_fw_""_by_bc",MALE,0
"[""i'm supposed to ask you, how do you make use of your credit cards  /""]",im supposed to ask you how do you make use of your credit cards  ,sd,MALE,1
"[""{c and } i'm supposed to compare those with [ my, + my ] habits. /""]",c and  im supposed to compare those with  my  my  habits ,sd,MALE,1
['okay.  /'],okay  ,b,FEMALE,2
['how do i make use of credit cards? /'],how do i make use of credit cards ,b^m,FEMALE,24
['yes. /'],yes ,ny,MALE,9
"[""{f um, } let's see.  /""]",f um  lets see  ,^h,FEMALE,27
"[""i carry a lot of credit cards with me mostly because i don't ever have cash. /""]",i carry a lot of credit cards with me mostly because i dont ever have cash ,sd,FEMALE,1
['right. /'],right ,b,MALE,2
"['{c and } [ i don-, + i, ] - /']",c and   i don  i   ,%,FEMALE,5
['do you work for texas instruments? /'],do you work for texas instruments ,qy,FEMALE,7
"['no,  /']",no  ,nn,MALE,13
['i do not. /'],i do not ,sd,MALE,1
['okay.  /'],okay  ,bk,FEMALE,14
"[""{d well, } at t i we have to use what's called a (( tex teller ))  --""]",d well  at t i we have to use whats called a  tex teller   ,sd,FEMALE,1
['uh-huh. /'],uhhuh ,b,MALE,2
['-- if we want to get cash out  /'], if we want to get cash out  ,+,FEMALE,0
['{c and } those are only available at t i. /'],c and  those are only available at t i ,sd,FEMALE,1
"['{f oh, } okay. /']",f oh  okay ,b,MALE,2
"[""{c so } if i'm in a mall or something i can't get cash out without paying extra money  /""]",c so  if im in a mall or something i cant get cash out without paying extra money  ,sd,FEMALE,1
"[""{c so } i'm always using credit cards. /""]",c so  im always using credit cards ,sd,FEMALE,1
['sure.   /'],sure   ,b,MALE,2
"['{d well, } myself i always, tr-, - /']",d well  myself i always tr  ,%,MALE,5
"[""[ i'm, + i'm ] a traveling person -- /""]", im  im  a traveling person  ,sd,MALE,1
['uh-huh. /'],uhhuh ,b,FEMALE,2
"[""-- {c and } i'm out of town quite a bit  /""]", c and  im out of town quite a bit  ,sd,MALE,1
"['{c so } i use credit cards quite a lot also as far as everything from service work {c and } gasoline in my car to my lounging, entertainment and for everything. /']",c so  i use credit cards quite a lot also as far as everything from service work c and  gasoline in my car to my lounging entertainment and for everything ,sd,MALE,1
['uh-huh.  /'],uhhuh  ,aa,FEMALE,4
"['yeah,  /']",yeah  ,aa,FEMALE,4
['me too. /'],me too ,aa,FEMALE,4
"[""{c so } that's, {f uh, } - /""]",c so  thats f uh   ,%,MALE,5
"[""as far as using them outside that [ i'm not, + i ] don't use them too much  /""]",as far as using them outside that  im not  i  dont use them too much  ,sd,MALE,1
"['{c but }  ((   )) [ i, + i ] think my wife is sort of like you  /']",c but        i  i  think my wife is sort of like you  ,sd,MALE,1
"['she uses a credit card,']",she uses a credit card,sd,MALE,1
['# <laughter>. #'], laughter ,x,FEMALE,8
['# most # of the time. /'], most  of the time ,+,MALE,0
['yeah  /'],yeah  ,b,FEMALE,2
['<laughter>.'],laughter,x,FEMALE,8
['{c so } she does most of the shopping for our household  /'],c so  she does most of the shopping for our household  ,sd,MALE,1
"[""{c so } she'll use them more than i will. /""]",c so  shell use them more than i will ,sd,MALE,1
['uh-huh.  /'],uhhuh  ,b,FEMALE,2
['{c but } do you get to pay the bills? /'],c but  do you get to pay the bills ,qy,FEMALE,7
['yes. /'],yes ,ny,MALE,9
['<laughter> same at my house <laughter>. /'],laughter same at my house laughter ,sd,FEMALE,1
