utterance,utterance_no_specialchar,da_tag,speaker_sex,da_category
['okay. /'],okay ,"fo_o_fw_""_by_bc",FEMALE,0
['great.  /'],great  ,ba,MALE,6
"[""{f um, } currently, i'm not doing a whole lot of exercise in any type of program. /""]",f um  currently im not doing a whole lot of exercise in any type of program ,sd,MALE,1
['huh-uh. /'],huhuh ,b,FEMALE,2
"[""i'm mainly do a lot of walking.  /""]",im mainly do a lot of walking  ,sd,MALE,1
"[""i have a son that's a little bit overweight  /""]",i have a son thats a little bit overweight  ,sd,MALE,1
"['{c and, } {f um, } the best thing we found to do with him is to walk around.  /']",c and  f um  the best thing we found to do with him is to walk around  ,sd,MALE,1
['{c so } my wife and i kind of take turns.  /'],c so  my wife and i kind of take turns  ,sd,MALE,1
['at one time i had a fairly regular exercise program.  /'],at one time i had a fairly regular exercise program  ,sd,MALE,1
"[""{c but, } in the last couple of months i've changed to a new residence and everything has gotten kind of turned a little upside down.  /""]",c but  in the last couple of months ive changed to a new residence and everything has gotten kind of turned a little upside down  ,sd,MALE,1
"['all this space that normally would be dedicated <laughter> towards the,']",all this space that normally would be dedicated laughter towards the,sd,MALE,1
['yeah. /'],yeah ,b,FEMALE,2
"['exercise area, is covered in boxes. /']",exercise area is covered in boxes ,+,MALE,0
"['{f um, } what did you do when you did exercise regularly? /']",f um  what did you do when you did exercise regularly ,qw,FEMALE,12
"['{d well, } i had, {f uh, } a little routine that i did for warm ups. /']",d well  i had f uh  a little routine that i did for warm ups ,sd,MALE,1
['huh-uh. /'],huhuh ,b,FEMALE,2
"['{c and then } i did some very mild, {d say, } light weight lifting.  /']",c and then  i did some very mild d say  light weight lifting  ,sd,MALE,1
"['nothing, - /']",nothing  ,sd,MALE,1
"[""i'm not trying to make big bulging muscles,""]",im not trying to make big bulging muscles,sd,MALE,1
['huh-uh. /'],huhuh ,b,FEMALE,2
['just trying to try and stay as firm as i can stay in my old age <laughter>. /'],just trying to try and stay as firm as i can stay in my old age laughter ,+,MALE,0
['yeah  /'],yeah  ,b,FEMALE,2
"[""<laughter>.  {f um, } right now, {f um, } i try when it's nice out,  /""]",laughter  f um  right now f um  i try when its nice out  ,sd,FEMALE,1
"[""it's been raining a lot this spring,  /""]",its been raining a lot this spring  ,sd,FEMALE,1
"['{c but } i try to, {f uh, } - /']",c but  i try to f uh   ,sd,FEMALE,1
['i have a bicycle  /'],i have a bicycle  ,sd,FEMALE,1
['{c and } i like to cycle a lot.  /'],c and  i like to cycle a lot  ,sd,FEMALE,1
"[""{c and, } {f uh, } my husband and i, we have entered a few rallies, that's pretty popular in texas,  /""]",c and  f uh  my husband and i we have entered a few rallies thats pretty popular in texas  ,sd,FEMALE,1
"[""i don't know,""]",i dont know,sd,FEMALE,1
['huh-uh. /'],huhuh ,b,MALE,2
"[""if it's up north,  /""]",if its up north  ,+,FEMALE,0
['{c but } every weekend a small town will sponsor a rally  /'],c but  every weekend a small town will sponsor a rally  ,sd,FEMALE,1
"[""{c and } thousands of people come with their bikes and ride over hilly terrain for thirty or forty miles, which that's a lot of fun. /""]",c and  thousands of people come with their bikes and ride over hilly terrain for thirty or forty miles which thats a lot of fun ,sd,FEMALE,1
['huh-uh. /'],huhuh ,b,MALE,2
"['{f um, } {c so } we try to ride during the week to try and stay in shape for that.  /']",f um  c so  we try to ride during the week to try and stay in shape for that  ,sd,FEMALE,1
"['{c and, } {f um, } t i, where i work has, {f uh, } a fitness center  /']",c and  f um  t i where i work has f uh  a fitness center  ,sd,FEMALE,1
"[""{c so } a lot of time after work or maybe on the weekends, we'd go over there and lift weights and do the tread mill,  /""]",c so  a lot of time after work or maybe on the weekends wed go over there and lift weights and do the tread mill  ,sd,FEMALE,1
"['{c and, } {f um, } they have stair masters and all kinds of new machine, that are fun to ride and workout on.  /']",c and  f um  they have stair masters and all kinds of new machine that are fun to ride and workout on  ,sd,FEMALE,1
"['{c so } i try to, - /']",c so  i try to  ,sd,FEMALE,1
"[""i'm trying to stay in shape on a regular basis.  /""]",im trying to stay in shape on a regular basis  ,sd,FEMALE,1
"['i used to, {f uh, } get into it and get out of it based on my schedule,  /']",i used to f uh  get into it and get out of it based on my schedule  ,sd,FEMALE,1
"[""{c so } i'm trying to stay in shape on a regular basis now,  /""]",c so  im trying to stay in shape on a regular basis now  ,sd,FEMALE,1
"[""{c but } it's a big commitment.  /""]",c but  its a big commitment  ,sv,FEMALE,3
"[""we don't have any kids yet  /""]",we dont have any kids yet  ,sd,FEMALE,1
"[""{c so, } that's a [ lot of, +  part ] of it. /""]",c so  thats a  lot of   part  of it ,sd,FEMALE,1
['yeah.  /'],yeah  ,b,MALE,2
"[""that's a plus.  /""]",thats a plus  ,sv,MALE,3
"['{f oh, } i have a total of five children.  /']",f oh  i have a total of five children  ,sd,MALE,1
['i have three left living at home. /'],i have three left living at home ,sd,MALE,1
['huh-uh. /'],huhuh ,b,FEMALE,2
"['{c and } they do take up a big part of [ my, + {f uh, } my ] evening and weekend. /']",c and  they do take up a big part of  my  f uh  my  evening and weekend ,sd,MALE,1
['yeah. /'],yeah ,b,FEMALE,2
"[""{c and } it's tough being a parent and doing all the things that you should do for yourself, too. /""]",c and  its tough being a parent and doing all the things that you should do for yourself too ,sv,MALE,3
['yeah. /'],yeah ,b,FEMALE,2
"[""it's something they don't tell you about when you're growing up.  /""]",its something they dont tell you about when youre growing up  ,sv,MALE,3
"['((  yes, ))  /']",  yes   ,aa,MALE,4
['when you become a parent most of your life is going to be dedicated to your children. /'],when you become a parent most of your life is going to be dedicated to your children ,sv,MALE,3
['huh-uh <laughter>. /'],huhuh laughter ,b,FEMALE,2
['<laughter>.'],laughter,x,MALE,8
"[""that's why, [ they, {f uh, } really stress, + at t i, they really stress, ] staying in shape, {d like } stay in [ fit, + ] overall fitness, {d you know, } no smoking and all that.  /""]",thats why  they f uh  really stress  at t i they really stress  staying in shape d like  stay in  fit   overall fitness d you know  no smoking and all that  ,sd,FEMALE,1
"[""{c but } it's hard to find, {f uh, } an actual exercise regimen that work, for you, {d you know, } because {d like } i know a lot of people that cycle, they take their kids behind them on the bikes  /""]",c but  its hard to find f uh  an actual exercise regimen that work for you d you know  because d like  i know a lot of people that cycle they take their kids behind them on the bikes  ,sd,FEMALE,1
"[""{c and } i don't know if that would work for me because i don't know i wouldn't want to pull a kid over hilly terrain.  /""]",c and  i dont know if that would work for me because i dont know i wouldnt want to pull a kid over hilly terrain  ,sd,FEMALE,1
"[""{c but } it's really hard to find something that works, and, {d you know, } to find time to do it and  stay committed to it {d like } three days a week or whatever.  /""]",c but  its really hard to find something that works and d you know  to find time to do it and  stay committed to it d like  three days a week or whatever  ,sv,FEMALE,3
"[""i think maybe walking or running would probably work because it doesn't take much time and  much money or whatever. /""]",i think maybe walking or running would probably work because it doesnt take much time and  much money or whatever ,sv,FEMALE,3
['yeah. /'],yeah ,b,MALE,2
['yeah. /'],yeah ,b,FEMALE,2
"['you have to, - /']",you have to  ,sv,MALE,3
['what i found from my experience is you have to budget time for yourself. /'],what i found from my experience is you have to budget time for yourself ,sv,MALE,3
['huh-uh. /'],huhuh ,b,FEMALE,2
"['{c and } you can use what ever rationale you want,  /']",c and  you can use what ever rationale you want  ,sv,MALE,3
"[""{c but } basically, the healthier you stay, the longer you'll live. /""]",c but  basically the healthier you stay the longer youll live ,sv,MALE,3
['right. /'],right ,aa,FEMALE,4
"[""{c and, } {f uh, } {d you know, } if i spend a little bit of time each day or a little bit of time every other day doing something for me to make me live longer, {d well, } then i'll around a lot longer, /""]",c and  f uh  d you know  if i spend a little bit of time each day or a little bit of time every other day doing something for me to make me live longer d well  then ill around a lot longer ,sv,MALE,3
['<laughter>'],laughter,x,FEMALE,8
"[""{c and } those people that i'm taking the ten minutes or twenty minutes away from now, {d well, } {d you know, } get the enjoyment of me, years past where i would have been if i wouldn't have taken it. /""]",c and  those people that im taking the ten minutes or twenty minutes away from now d well  d you know  get the enjoyment of me years past where i would have been if i wouldnt have taken it ,sv,MALE,3
['huh-uh. /'],huhuh ,b,FEMALE,2
"['if you kind of think of it as a rationale like that, it works out fine. /']",if you kind of think of it as a rationale like that it works out fine ,sv,MALE,3
['yeah.  /'],yeah  ,b,FEMALE,2
"[""{f um, } i've been learning a lot lately about, {f um, } - /""]",f um  ive been learning a lot lately about f um   ,sd,FEMALE,1
"[""i've been reading a book by kenneth cooper,  /""]",ive been reading a book by kenneth cooper  ,sd,FEMALE,1
"[""i don't know if you're familiar with him -- /""]",i dont know if youre familiar with him  ,qy^d,FEMALE,16
['huh-uh. /'],huhuh ,b,MALE,2
['-- he was the pioneer of aerobics and all of health {d really. }  /'], he was the pioneer of aerobics and all of health d really   ,sd,FEMALE,1
"[""[ [ he's, + he's, kind of, ] + he's ] pretty much the innovator of the whole exercise thing.  /""]",  hes  hes kind of   hes  pretty much the innovator of the whole exercise thing  ,sd,FEMALE,1
